pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,fare_amount,trip_distance
2022-01-01 05:40:00,-74.01061683264327,40.74078691719449,-73.92191074618732,40.769340254297376,1,48.25460998540449,27.019494174258988
2022-01-01 05:45:00,-73.77340939648386,40.82669201314486,-73.87540440197327,40.84479900191889,5,98.33295242637811,0.8849392434242983
2022-01-01 05:50:00,-73.82921635998287,40.83599540574761,-73.92080369240145,40.65592102757639,6,89.01481791226313,16.585431096905896
2022-01-01 05:55:00,-73.97833392280111,40.80762160675435,-73.99022109546368,40.66139568722706,6,89.28749106362139,18.15584377523262
2022-01-01 06:00:00,-74.02856424954787,40.76983056604181,-73.90794904456867,40.711151487274215,2,15.026452113055086,21.323478518603924
2022-01-01 06:05:00,-73.81798002860174,40.696818609790064,-73.85036136629533,40.81396821030617,1,48.83486154823907,11.6344830475936
2022-01-01 06:10:00,-73.84621709059962,40.84624788275645,-73.82218621000641,40.732790809605184,4,99.37508323850685,24.579438474019945
2022-01-01 06:15:00,-73.84045813630934,40.69030995678223,-73.9017351680329,40.700754332056285,3,17.031812450390873,16.242904340461916
2022-01-01 06:20:00,-73.82946970986166,40.6745845228379,-73.9870381485453,40.75346484308595,4,58.48776172777397,12.32720438676061
2022-01-01 06:25:00,-74.01074839054914,40.72727390503305,-73.92218119549115,40.68731510343807,2,36.06729921542577,21.60577520252337
2022-01-01 06:30:00,-73.93679891057849,40.64250492555673,-73.82556357850116,40.71825517959446,3,40.31616865198463,27.828528394998088
2022-01-01 06:35:00,-73.99987404452347,40.8452687822278,-73.92265658963956,40.703173132831054,2,89.35226914394886,24.37884914894629
2022-01-01 06:40:00,-73.80559310927234,40.759455382411616,-73.8489019936629,40.806911024931225,3,59.8205004962476,27.926876861852985
2022-01-01 06:45:00,-73.86794248702483,40.75252946016612,-73.8981244427637,40.83333625981636,6,76.48069796540852,8.051449384703258
2022-01-01 06:50:00,-73.94396651353831,40.77427518157794,-73.96728198747155,40.79710588227452,6,68.14035375578601,3.6435378295125687
2022-01-01 06:55:00,-74.01347482892564,40.73934520251099,-73.823000867914,40.7265983867266,4,54.07902983057202,16.07705154974969
2022-01-01 07:00:00,-73.94914459635393,40.6370539737608,-74.00810450194162,40.74095369504927,4,79.69184188011165,1.4284697027760689
2022-01-01 07:05:00,-73.94545233627305,40.76470848354489,-73.89352852648366,40.65751621266448,5,97.14645832626243,20.27023409074555
2022-01-01 07:10:00,-73.8403023936321,40.78755825293042,-73.97568833109672,40.7943102364496,2,96.76490651068916,7.276045545640078
2022-01-01 07:15:00,-73.86423505744764,40.721684793337296,-74.01256293657924,40.76122464946691,4,79.47157009685361,13.685067643402837
2022-01-01 07:20:00,-73.79932468693015,40.79660502585566,-73.89923717635835,40.82853679915024,3,50.01465118554982,19.70129903212561
2022-01-01 07:25:00,-73.9072241194579,40.67994028585446,-73.90011383945692,40.67413445158654,1,18.40799852114213,14.544549570806838
2022-01-01 07:30:00,-73.99890549605604,40.67868085003456,-73.8462057655643,40.79713974682517,1,6.835874624759706,7.158255610939731
2022-01-01 07:35:00,-73.84455635532201,40.66551173729127,-73.8363648198065,40.780627765578224,1,25.065884415679548,26.423078547883083
2022-01-01 07:40:00,-73.8321958873596,40.711838847153615,-73.84077421293985,40.688486017438144,5,35.67515496076049,22.959606099097417
2022-01-01 07:45:00,-73.88406792863194,40.8163426477856,-73.92351472944165,40.776823300698986,4,15.160337552010134,18.072067557726623
2022-01-01 07:50:00,-73.8295485332118,40.8121406536728,-73.8657606553211,40.83336214372687,2,24.41461963721409,20.986353881891134
2022-01-01 07:55:00,-73.90161314494526,40.71422132575197,-73.87999423691257,40.832055917286766,2,10.645682794686197,12.518244339075377
2022-01-01 08:00:00,-73.89408946436068,40.75960612191565,-73.9203939434096,40.788317846393554,5,53.55850477614043,11.339173682908864
2022-01-01 08:05:00,-73.91883933522678,40.78857958962448,-73.87472469951165,40.6405760847575,3,14.816023639420836,4.887336114282086
2022-01-01 08:10:00,-74.02339102704654,40.683065490418166,-73.78371555205636,40.82189815421044,6,74.91994141748808,24.12738547474717
2022-01-01 08:15:00,-74.00194822898175,40.666991038896846,-73.97984762664284,40.774711293541,4,34.93335336904806,11.493222930918302
2022-01-01 08:20:00,-74.02182841172144,40.84386111850671,-73.79449925509576,40.69829553570021,4,68.02611463559504,20.80048683758221
2022-01-01 08:25:00,-73.86453329307142,40.76586260890612,-74.01610156636437,40.671195079575256,3,88.5456449203375,9.068265540495558
2022-01-01 08:30:00,-73.94826744492015,40.84591145880341,-73.94981880464557,40.65556484985941,3,10.886612897358514,23.90007887778648
2022-01-01 08:35:00,-73.89777162029718,40.70430631716909,-73.955082235361,40.64105211783671,4,98.92757677273929,3.2467779988538807
2022-01-01 08:40:00,-73.79403271677921,40.78466697399431,-73.86714507195096,40.795902714549165,4,65.4112258807567,18.78792456011921
2022-01-01 08:45:00,-73.96518402042129,40.67897280003908,-73.9958815125379,40.68188545976752,1,7.703178705073951,24.247081872099955
2022-01-01 08:50:00,-73.92330044001073,40.687464037680265,-73.80058962092166,40.63533564592952,2,33.115217612801274,19.84148235499688
2022-01-01 08:55:00,-73.8335567039788,40.74261846667932,-73.81457663379909,40.71739954340524,1,88.90890202179199,20.913862619585498
2022-01-01 09:00:00,-73.97051247697217,40.70031598761178,-73.86046288688182,40.73617355773032,1,60.63277642635754,15.827069766990546
2022-01-01 09:05:00,-74.00998522344452,40.66687674404493,-73.91081240373403,40.66723065079803,2,30.504180806379225,16.815056713552096
2022-01-01 09:10:00,-73.95466462224242,40.687833754437655,-73.78743142904305,40.639690633955766,5,94.19822197885512,2.070213822202088
2022-01-01 09:15:00,-73.98808246531397,40.63786464678249,-73.81400589577265,40.671607606281576,6,79.25712561476264,7.599014095466806
2022-01-01 09:20:00,-73.78827861039093,40.78497319672505,-73.90017806149888,40.77940260760405,5,74.21500337461991,21.685669526440147
2022-01-01 09:25:00,-73.81988870131325,40.73826566455889,-73.84751292784188,40.64809360899527,5,89.12164420065352,28.36810051952418
2022-01-01 09:30:00,-73.86531502330729,40.650733474609,-73.88259821243328,40.75210814672254,5,77.55354460909004,16.299250632028908
2022-01-01 09:35:00,-73.80342024655118,40.66777267848827,-73.87713501801905,40.6622106373398,3,30.45698943688913,21.79518083450608
2022-01-01 09:40:00,-73.82104526000623,40.65255759838478,-73.94394622194626,40.67305161818769,1,59.42889236374677,20.53903813136842
2022-01-01 09:45:00,-73.98149178468964,40.76477041782069,-73.90985800279752,40.71647713431867,3,84.62290135679142,29.981591199879222
2022-01-01 09:50:00,-73.7979346603926,40.65072627999475,-74.00968842799466,40.65218157393182,3,20.132690405476403,23.87063272665374
2022-01-01 09:55:00,-73.88977101710194,40.79594211326775,-73.9370893401672,40.66810477061209,2,18.394769751367317,18.866655280176644
2022-01-01 10:00:00,-73.82006555965734,40.634512402250486,-73.84908458600584,40.7067695305193,5,18.00018413816079,3.5432635398324424
2022-01-01 10:05:00,-73.7970162620199,40.6848626733591,-73.78216383206839,40.702527181209646,4,21.43988927959578,10.943593979298758
2022-01-01 10:10:00,-73.94731909650731,40.82594666869622,-73.77960333068161,40.79483972684866,5,12.565004522288724,7.595898770672592
2022-01-01 10:15:00,-74.00138649962281,40.7880768899869,-73.88551205402753,40.64645210712781,1,84.16882944650621,25.62490143412913
2022-01-01 10:20:00,-73.9707368577391,40.64605303324365,-73.8722782145295,40.819299161846594,3,82.28602648875469,13.440573116495017
2022-01-01 10:25:00,-73.91895197495717,40.81064774298674,-73.98171249176976,40.80957107756268,1,17.258476706261767,16.105460041895018
2022-01-01 10:30:00,-73.81731616086014,40.73846772673885,-73.84921989189569,40.79851816073223,3,71.28987472925873,28.948216660712703
2022-01-01 10:35:00,-73.80621004835335,40.81629226597715,-74.01162871390466,40.69806191974189,3,63.63011702297009,25.11684566934896
2022-01-01 10:40:00,-74.0281924460619,40.76216275037909,-73.95598172169214,40.81103399281898,3,29.428940897205237,23.715625781179178
2022-01-01 10:45:00,-73.89720570132984,40.78000326704723,-73.85622552970578,40.67021645766364,4,24.66842228509865,4.3523676674090765
2022-01-01 10:50:00,-73.92147313918132,40.84857034328706,-73.94931936579869,40.65737002528811,5,26.93212088935359,0.7807758278679096
2022-01-01 10:55:00,-73.97225196927761,40.681113820103285,-74.01703981273025,40.639890393367686,3,73.7364842904196,3.853895840177014
2022-01-01 11:00:00,-73.99883500449324,40.76726802644751,-73.81371369356874,40.83664827986123,2,33.63341396819396,22.234471585369327
2022-01-01 11:05:00,-73.94222005543506,40.73127070581263,-73.94931419814502,40.69776239749516,6,29.60102956770366,12.380462153026343
2022-01-01 11:10:00,-73.78484347698274,40.63867942964299,-74.01359264153675,40.83187593363914,6,4.6919072371932655,3.6123406327363874
2022-01-01 11:15:00,-73.94596723767461,40.63318354113064,-74.01055507722926,40.689974983534256,3,91.05305814321086,22.196683156257563
2022-01-01 11:20:00,-73.89511443834672,40.65623028711993,-73.96454271231492,40.829664511054,5,75.88865408669898,5.918062581730925
2022-01-01 11:25:00,-73.84721507068726,40.77280018291848,-73.9837158537224,40.82886439162614,5,48.59640839115525,17.712394958571313
2022-01-01 11:30:00,-73.93545630338139,40.75477587934095,-73.82868196937716,40.83320872990236,4,94.4353747341808,22.272130341495536
2022-01-01 11:35:00,-73.77733665849254,40.75175450345602,-73.94636214786657,40.73915375664252,3,31.119390648103664,18.281012682880466
2022-01-01 11:40:00,-73.77976370331504,40.63700848775622,-73.82077909588963,40.82050818309576,2,68.28374171035695,29.809732571101836
2022-01-01 11:45:00,-73.9645366030854,40.7332466591992,-73.98480004056599,40.83916849715681,4,32.25216182367562,13.08146534485092
2022-01-01 11:50:00,-73.90071538846797,40.83341701992536,-73.90185141331854,40.70141572721738,4,33.17081148809744,9.422972119537889
2022-01-01 11:55:00,-73.95177163944764,40.71747021124835,-73.85111034527618,40.72215236925017,3,84.85914375473881,6.115780734987561
2022-01-01 12:00:00,-73.95594147146186,40.76748294335346,-73.86048237799487,40.78823284121386,3,79.2346404619435,15.163010972150962
2022-01-01 12:05:00,-74.02040939368783,40.80156010863709,-73.87370635341813,40.69607916077913,4,31.175474489091503,25.589150213515957
2022-01-01 12:10:00,-73.87151327316522,40.802463561411216,-73.78954638349789,40.79583804796079,4,10.435477777492896,28.41276417887461
2022-01-01 12:15:00,-73.8993034539605,40.74424161812696,-73.97058346159625,40.64625627194698,4,37.36445361014185,29.16444070088271
2022-01-01 12:20:00,-74.016615524675,40.818749427988514,-73.90163300683984,40.74516964454348,1,76.60560970981824,15.9882123204418
2022-01-01 12:25:00,-73.95755191929848,40.71610318054002,-73.80016193698117,40.65690896649843,4,12.303075215538136,18.19728433183104
2022-01-01 12:30:00,-73.79385086964867,40.825512507252654,-74.00974762094526,40.69453116481607,5,68.02983431051712,17.488038963996857
2022-01-01 12:35:00,-73.96771390842659,40.682849976607024,-74.0154690502542,40.68689758634702,6,89.25191784160572,14.032574621023722
2022-01-01 12:40:00,-73.99232733325628,40.69164760953793,-73.96934140523484,40.81456505618379,2,19.974647671492093,4.65197044807046
2022-01-01 12:45:00,-73.90274228232784,40.641686537323785,-73.86541448292012,40.67257379618937,2,86.56492161790487,2.0572147342908544
2022-01-01 12:50:00,-73.77373088193124,40.8050280040393,-73.96243129712305,40.80785854243501,6,7.507978539546878,13.155473081358936
2022-01-01 12:55:00,-73.967065629407,40.7217521519712,-73.98053763020971,40.80467127609975,3,67.52082516382993,5.666414088802282
2022-01-01 13:00:00,-73.85524475767447,40.68040565506051,-73.91071139800684,40.73975427222259,4,79.6262947366476,26.61088717794161
2022-01-01 13:05:00,-73.83197890001453,40.68099386107565,-73.87046450211994,40.68144551623115,2,45.864696471784896,22.87482835149222
2022-01-01 13:10:00,-73.96821423856197,40.82830798707043,-73.96537499617564,40.67991719479037,2,22.363547744317568,18.59036044892999
2022-01-01 13:15:00,-73.84066374936091,40.81346165210143,-73.95182029145182,40.73228342236549,5,92.6611261430918,1.5176180553159468
2022-01-01 13:20:00,-73.934376385493,40.751776794778586,-73.870474580749,40.63193798162658,5,4.44696468880896,18.705137883783408
2022-01-01 13:25:00,-73.86560048404567,40.76554437609146,-73.78410801028274,40.746897166014506,1,56.619444849879415,18.669969041759533
2022-01-01 13:30:00,-73.86528227520216,40.73435162552106,-73.85456715086609,40.83961149566876,6,38.85281734874064,13.232416606091178
2022-01-01 13:35:00,-73.89069858214056,40.71616663943334,-73.82644492266802,40.664035514009775,1,47.45307655940196,19.76681442737282
2022-01-01 13:40:00,-74.00652465978585,40.83140491386804,-73.93462937536357,40.75613603672464,2,54.81509298719234,25.75164447684673
2022-01-01 13:45:00,-73.8128213511468,40.65763479477447,-73.95921386656003,40.84159131150178,3,54.63799067098461,22.763806931552438
2022-01-01 13:50:00,-73.94659718310734,40.722058293737575,-73.91189038676731,40.81931487068815,2,22.353307216252123,14.255682667286406
2022-01-01 13:55:00,-73.98150518729604,40.70580361975733,-73.82014546453496,40.8170836256039,3,68.77097648275422,7.942306500349288
2022-01-01 14:00:00,-74.01939846319576,40.73959315845526,-73.91136209313446,40.81080698468716,2,4.366958391234246,14.387335164280024
2022-01-01 14:05:00,-73.87636783477106,40.73067901239994,-73.80985139371464,40.69798519333237,5,4.56544918575353,28.384527996768544
2022-01-01 14:10:00,-73.85383326592101,40.74415569696324,-73.77291928501926,40.8259357028787,4,49.15251577463522,24.61759811428924
2022-01-01 14:15:00,-74.02568716447875,40.66078217498994,-74.0112730669101,40.8370948772713,2,55.3355308263519,0.9084867235697388
2022-01-01 14:20:00,-73.89685580484219,40.74289113033292,-74.01819335941823,40.73907433312579,1,29.30172446577539,23.510601205222187
2022-01-01 14:25:00,-73.97111109844853,40.68333213905519,-73.99110667724253,40.70800563039708,3,56.28836452861627,5.199673373562093
2022-01-01 14:30:00,-73.86225507449355,40.6705528967774,-73.93006388430906,40.72113038343329,3,52.82065021609503,17.176228857829358
2022-01-01 14:35:00,-73.9846647284587,40.64426352813297,-73.99592902562219,40.70352541720288,2,36.54900409033287,24.214874379620813
2022-01-01 14:40:00,-73.85035618809336,40.79778356292636,-73.80362723581912,40.6767320572454,3,66.04802706314887,16.88252384645016
2022-01-01 14:45:00,-73.92944880996185,40.72403722258844,-74.02398197473296,40.76605866345564,1,95.89887861331,12.175435708035211
2022-01-01 14:50:00,-73.78645020292845,40.76786161032859,-73.94789389375269,40.75377131497397,5,50.35326270645071,9.70590233971736
2022-01-01 14:55:00,-73.99424455452204,40.79007053552704,-73.98197939633151,40.73176871562864,4,79.13994902931057,9.222497193615146
2022-01-01 15:00:00,-73.94132274872693,40.77944966636898,-73.78779977415904,40.651085985070665,4,26.64066494836649,25.139082382846475
2022-01-01 15:05:00,-74.00049688447744,40.733510158199735,-73.8559349387286,40.80531645223533,3,76.79018286697942,24.769021850188263
2022-01-01 15:10:00,-73.78957965924756,40.71533767636938,-73.79287213332263,40.66848538380518,2,65.76833056394445,24.71896178437689
2022-01-01 15:15:00,-73.80189176812094,40.71271118012095,-73.7771945353193,40.65520364954713,3,64.87053354300963,8.553597470253345
2022-01-01 15:20:00,-73.96293517679406,40.770810735324616,-73.90075445664388,40.76707570700625,1,89.57094569311718,23.987641359351635
2022-01-01 15:25:00,-73.85840414803111,40.738854758087214,-73.96907703190752,40.7177017594723,6,25.25164985784454,1.1953817632200667
2022-01-01 15:30:00,-73.81752222794768,40.81680909455747,-73.97963051558888,40.64315786457752,2,38.423886416366855,6.2730422342391545
2022-01-01 15:35:00,-73.88564778898414,40.82243443655188,-73.97204109596169,40.70822503809144,5,10.599077058571108,15.483639379222558
2022-01-01 15:40:00,-73.89229084962744,40.66752328316144,-73.84576574001828,40.7997916775027,1,73.29669773499819,12.261710261697017
2022-01-01 15:45:00,-73.96711840436588,40.65997140334006,-74.01948411068803,40.76535482514776,5,84.77706031671215,3.445458879629351
2022-01-01 15:50:00,-74.00579328037047,40.76868820372792,-74.01664612101149,40.70981292505714,2,42.0687666041008,1.3474417497659246
2022-01-01 15:55:00,-73.79672390293213,40.696269664573705,-73.87188283498038,40.67219705415961,5,37.2906148006553,18.374016971898897
2022-01-01 16:00:00,-73.79589130513753,40.63408555812833,-73.86306514184827,40.76899503657705,1,66.71855594601143,9.473090385961846
2022-01-01 16:05:00,-73.86539362110895,40.82550138725985,-73.85703163967615,40.8252621662082,1,9.870069926960351,0.5772557348238807
2022-01-01 16:10:00,-73.94185225432734,40.67991816879364,-73.93331106880697,40.77217999796351,3,31.14958487329059,12.98374944469568
2022-01-01 16:15:00,-73.9392055106007,40.83444174337088,-73.82045432893432,40.80883884802305,6,38.20574785718041,9.272336772588408
2022-01-01 16:20:00,-73.84125152349374,40.78783557919322,-73.89125760719108,40.74473612448196,2,53.06255269299832,17.34055976267089
2022-01-01 16:25:00,-73.79675133241233,40.79778376778053,-74.00257893619755,40.78795364348303,4,48.96549889822842,27.90143740770892
2022-01-01 16:30:00,-73.79935752969106,40.6743215290745,-73.82275418016249,40.82716989023124,6,22.84634122052612,9.30520344899048
2022-01-01 16:35:00,-73.82723235807701,40.6815227736357,-73.78220237556968,40.8000993752169,4,55.22681770167492,29.91438189670299
2022-01-01 16:40:00,-73.86307177199988,40.7446789058413,-74.01439055861938,40.83016786974759,5,92.77219736146004,2.6727409348236093
2022-01-01 16:45:00,-74.00812360910129,40.66786196758297,-73.92824865193785,40.72485071246553,4,5.141069303970163,2.739517085672802
2022-01-01 16:50:00,-73.9879765343354,40.69719497239027,-73.90324582834296,40.828928456127954,4,68.82989080945558,21.417502086534757
2022-01-01 16:55:00,-73.79637591098296,40.70072174514852,-73.99191760237964,40.76674479158598,1,63.40913015807511,22.48409112507636
2022-01-01 17:00:00,-73.8723284444885,40.66511858531561,-73.80439567357645,40.82141072853798,1,92.63162808438707,12.743848740651591
2022-01-01 17:05:00,-74.02760876657968,40.675140223346936,-73.95612109232859,40.63866283669633,1,65.42113168969047,8.65282313887129
2022-01-01 17:10:00,-74.00361739885483,40.80348140524182,-73.82641777961608,40.77472752402098,4,63.42216446690173,23.84066196455948
2022-01-01 17:15:00,-73.8574895400319,40.6667830880004,-73.85554143467263,40.81655451735314,5,77.55605185957842,28.691544446821087
2022-01-01 17:20:00,-74.02868398819999,40.63626062620567,-73.87450808615857,40.66832444740151,2,28.61108000991688,29.69806660970721
2022-01-01 17:25:00,-73.98818990663145,40.76845808737837,-73.9800428593389,40.775593125362285,3,60.58389558714312,19.07017699756452
2022-01-01 17:30:00,-73.88732921476469,40.84471628626634,-73.97261708465676,40.81149003712766,5,53.14355816277998,22.22943048531833
2022-01-01 17:35:00,-73.8501072485999,40.70286703921709,-74.0176894147659,40.69334886131918,1,45.25106939885992,24.6851731919728
2022-01-01 17:40:00,-73.86049007252932,40.65610425470318,-73.96741476825662,40.719154192139406,5,10.24999881852243,23.98620755101049
2022-01-01 17:45:00,-73.97168997954026,40.75548521158086,-73.94018466154027,40.75529389806983,2,31.03131365625203,29.80242985421511
2022-01-01 17:50:00,-73.84483340244964,40.82939792644105,-73.81338222099576,40.74421689155461,6,29.798217114041524,24.331912382097286
2022-01-01 17:55:00,-73.96831523725083,40.80249359156227,-73.93473790665415,40.638621666468175,1,73.1144683234901,19.910915635763097
2022-01-01 18:00:00,-73.9453960784786,40.7669534910508,-73.83379833648094,40.65170786157879,2,92.2639731830174,11.348856596043037
2022-01-01 18:05:00,-73.83591223466931,40.69931242925367,-73.91574500686318,40.65210264744696,6,25.00175423049274,17.979799534838698
2022-01-01 18:10:00,-73.86109544624772,40.74921363812077,-73.82593423888159,40.687698939209824,3,9.775834041904275,26.422747569673
2022-01-01 18:15:00,-73.80920191327151,40.65007386508694,-73.77616938388637,40.68409010481654,5,99.99580305095508,9.23385388097636
2022-01-01 18:20:00,-73.8590206480019,40.77936799334175,-73.96764119490503,40.7932889244331,3,69.89251968807035,1.016511393683203
2022-01-01 18:25:00,-73.88223976313277,40.78952112415749,-73.80579118088939,40.75600376492356,4,88.9309075815501,9.882748013653964
2022-01-01 18:30:00,-74.0056445603647,40.842306957040186,-73.8683257375605,40.79807473862196,5,16.528243046720135,28.810878763224384
2022-01-01 18:35:00,-73.93439389120455,40.68728741892392,-73.81750349198694,40.6453771326304,6,80.57488400894346,23.84262037982542
2022-01-01 18:40:00,-73.96104738440275,40.63406041218947,-73.86058766541036,40.73674713224376,4,81.79906523383977,5.695482433099366
2022-01-01 18:45:00,-73.96656269272144,40.75003386217398,-73.91977312810872,40.70123062743836,2,17.270170284084394,0.4588291796180485
2022-01-01 18:50:00,-73.77701725576436,40.7854939109673,-73.97070051574514,40.81698664836627,4,18.23690755917433,20.10667050509637
2022-01-01 18:55:00,-73.92779459158665,40.80388964469426,-74.0117908414139,40.78571361452018,6,31.3064935718756,17.412360842811697
2022-01-01 19:00:00,-73.79806789565394,40.67262256526546,-73.89076522524022,40.821236863581895,6,23.636776144484628,2.5811612296713187
2022-01-01 19:05:00,-73.8659039572407,40.68758563118815,-73.77251521542301,40.64021396692934,2,97.6024660355179,28.98329315042546
2022-01-01 19:10:00,-73.82334906107917,40.74277000355881,-73.83810913069631,40.788581167704656,3,37.88702377955236,18.572016801747463
2022-01-01 19:15:00,-73.89931435579265,40.7027321781934,-73.94489015923625,40.74880183747511,1,76.72737514730268,19.58047733011293
2022-01-01 19:20:00,-73.88000498999715,40.81931252704924,-73.81492675197745,40.81150000638343,3,80.99245333956057,25.622574067195977
2022-01-01 19:25:00,-73.9019453996071,40.73422723382252,-73.83006415995413,40.74157533000368,4,40.12923649758077,10.178191732425272
2022-01-01 19:30:00,-73.97923682317251,40.80590730170244,-73.95677469372811,40.74884599713842,2,69.0520915425277,16.791764247540005
2022-01-01 19:35:00,-73.842162450032,40.75773634730612,-74.0262800526535,40.64138882380725,4,13.010513737333392,17.328030979099314
2022-01-01 19:40:00,-73.95699918576538,40.80007983115576,-73.99927771398117,40.77707503030791,6,41.20380001948876,29.023931164092748
2022-01-01 19:45:00,-74.02367784872783,40.70318805703668,-73.80190039051887,40.69009077263311,1,96.81278935925272,4.031446336082907
2022-01-01 19:50:00,-73.86217720306414,40.81291165682467,-73.81249361082072,40.63433266287935,5,18.93173875657636,22.79150085386884
2022-01-01 19:55:00,-73.98395122335417,40.69040590942123,-73.95324565977162,40.64461617575133,5,40.10685220831155,17.297021135308608
2022-01-01 20:00:00,-73.78548076806824,40.75014173776073,-73.95584918916605,40.840602833972525,5,79.57584721447317,25.376833055771613
2022-01-01 20:05:00,-73.78197856997933,40.67708156489825,-73.82385510335335,40.70613700370757,4,67.37876735376987,24.975356712965198
2022-01-01 20:10:00,-73.79213525854269,40.73461583475776,-73.78618825782719,40.820976638296656,5,64.07306365350385,0.4597060191268255
2022-01-01 20:15:00,-73.93375873793359,40.69999854609192,-73.82742431323263,40.84112899149524,2,85.69260228588618,7.7679947453043745
