Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
163.0,2023-01-02,CUST163,Female,64.0,Clothing,3.0,50.0,150.0
164.0,2023-05-15,CUST164,Female,47.0,Beauty,3.0,500.0,1500.0
165.0,2023-09-14,CUST165,Female,60.0,Clothing,4.0,300.0,1200.0
166.0,2023-04-02,CUST166,Male,34.0,Clothing,4.0,500.0,2000.0
167.0,2023-09-17,CUST167,Female,43.0,Clothing,3.0,50.0,150.0
168.0,2023-02-24,CUST168,Male,53.0,Clothing,1.0,300.0,300.0
169.0,2023-11-17,CUST169,Male,18.0,Beauty,3.0,500.0,1500.0
170.0,2023-06-02,CUST170,Female,25.0,Clothing,2.0,25.0,50.0
171.0,2023-11-24,CUST171,Female,52.0,Clothing,3.0,300.0,900.0
172.0,2023-09-17,CUST172,Male,32.0,Beauty,2.0,25.0,50.0
173.0,2023-11-08,CUST173,Male,64.0,Electronics,4.0,30.0,120.0
174.0,2023-04-12,CUST174,Female,39.0,Beauty,1.0,300.0,300.0
175.0,2023-03-20,CUST175,Female,31.0,Electronics,4.0,25.0,100.0
176.0,2023-07-11,CUST176,Female,43.0,Beauty,2.0,50.0,100.0
177.0,2023-03-24,CUST177,Male,45.0,Beauty,2.0,50.0,100.0
178.0,2023-10-04,CUST178,Male,40.0,Clothing,2.0,30.0,60.0
179.0,2023-09-29,CUST179,Male,31.0,Electronics,1.0,300.0,300.0
180.0,2023-01-01,CUST180,Male,41.0,Clothing,3.0,300.0,900.0
181.0,2023-11-03,CUST181,Male,19.0,Electronics,4.0,300.0,1200.0
182.0,2023-06-15,CUST182,Male,62.0,Beauty,4.0,30.0,120.0
183.0,2023-09-08,CUST183,Female,43.0,Beauty,3.0,300.0,900.0
184.0,2023-01-10,CUST184,Male,31.0,Electronics,4.0,50.0,200.0
185.0,2023-02-27,CUST185,Male,24.0,Clothing,1.0,25.0,25.0
186.0,2023-07-05,CUST186,Male,20.0,Clothing,4.0,50.0,200.0
187.0,2023-06-07,CUST187,Female,64.0,Clothing,2.0,50.0,100.0
188.0,2023-05-03,CUST188,Male,40.0,Clothing,3.0,25.0,75.0
189.0,2023-01-30,CUST189,Male,63.0,Beauty,1.0,50.0,50.0
190.0,2023-05-04,CUST190,Female,60.0,Beauty,3.0,30.0,90.0
191.0,2023-10-18,CUST191,Male,64.0,Beauty,1.0,25.0,25.0
192.0,2023-02-10,CUST192,Male,62.0,Beauty,2.0,50.0,100.0
193.0,2023-02-13,CUST193,Male,35.0,Beauty,3.0,500.0,1500.0
194.0,2023-09-06,CUST194,Male,55.0,Clothing,4.0,50.0,200.0
195.0,2023-02-05,CUST195,Male,52.0,Clothing,1.0,30.0,30.0
196.0,2023-09-30,CUST196,Female,32.0,Clothing,3.0,300.0,900.0
197.0,2023-03-06,CUST197,Female,42.0,Clothing,4.0,50.0,200.0
198.0,2023-03-07,CUST198,Female,54.0,Beauty,3.0,300.0,900.0
199.0,2023-12-04,CUST199,Male,45.0,Beauty,3.0,500.0,1500.0
200.0,2023-09-01,CUST200,Male,27.0,Beauty,3.0,50.0,150.0
201.0,2023-10-09,CUST201,Male,56.0,Electronics,1.0,25.0,25.0
202.0,2023-03-26,CUST202,Female,34.0,Clothing,4.0,300.0,1200.0
203.0,2023-05-16,CUST203,Male,56.0,Clothing,2.0,500.0,1000.0
204.0,2023-09-28,CUST204,Male,39.0,Beauty,1.0,25.0,25.0
205.0,2023-11-07,CUST205,Female,43.0,Clothing,1.0,25.0,25.0
206.0,2023-08-05,CUST206,Male,61.0,Clothing,1.0,25.0,25.0
207.0,2023-04-19,CUST207,Female,42.0,Beauty,2.0,25.0,50.0
208.0,2023-10-04,CUST208,Female,34.0,Electronics,4.0,50.0,200.0
209.0,2023-12-20,CUST209,Female,30.0,Electronics,4.0,50.0,200.0
210.0,2023-04-13,CUST210,Male,37.0,Electronics,4.0,50.0,200.0
211.0,2024-01-01,CUST211,Male,42.0,Beauty,3.0,500.0,1500.0
212.0,2023-06-09,CUST212,Male,21.0,Clothing,3.0,500.0,1500.0
213.0,2023-07-24,CUST213,Male,27.0,Beauty,3.0,500.0,1500.0
214.0,2023-12-10,CUST214,Male,20.0,Beauty,2.0,30.0,60.0
215.0,2023-11-29,CUST215,Male,58.0,Clothing,3.0,500.0,1500.0
216.0,2023-07-11,CUST216,Male,62.0,Electronics,2.0,50.0,100.0
217.0,2023-08-13,CUST217,Female,35.0,Electronics,4.0,50.0,200.0
218.0,2023-09-22,CUST218,Male,64.0,Beauty,3.0,30.0,90.0
219.0,2023-08-20,CUST219,Female,53.0,Electronics,3.0,30.0,90.0
220.0,2023-03-03,CUST220,Male,64.0,Beauty,1.0,500.0,500.0
221.0,2023-05-07,CUST221,Male,39.0,Beauty,2.0,300.0,600.0
222.0,2023-04-26,CUST222,Male,51.0,Clothing,4.0,30.0,120.0
223.0,2023-02-02,CUST223,Female,64.0,Clothing,1.0,25.0,25.0
224.0,2023-06-23,CUST224,Female,25.0,Clothing,1.0,50.0,50.0
225.0,2023-01-11,CUST225,Female,57.0,Beauty,4.0,25.0,100.0
226.0,2023-10-29,CUST226,Female,61.0,Clothing,1.0,50.0,50.0
227.0,2023-10-11,CUST227,Male,36.0,Electronics,2.0,50.0,100.0
228.0,2023-04-28,CUST228,Female,59.0,Electronics,2.0,30.0,60.0
229.0,2023-10-29,CUST229,Male,58.0,Beauty,3.0,30.0,90.0
230.0,2023-04-23,CUST230,Male,54.0,Beauty,1.0,25.0,25.0
231.0,2023-01-04,CUST231,Female,23.0,Clothing,3.0,50.0,150.0
232.0,2023-02-06,CUST232,Female,43.0,Beauty,1.0,25.0,25.0
233.0,2023-12-29,CUST233,Female,51.0,Beauty,2.0,300.0,600.0
234.0,2023-11-20,CUST234,Female,62.0,Electronics,2.0,25.0,50.0
235.0,2023-01-31,CUST235,Female,23.0,Electronics,2.0,500.0,1000.0
236.0,2023-04-28,CUST236,Female,54.0,Clothing,1.0,25.0,25.0
237.0,2023-02-04,CUST237,Female,50.0,Beauty,2.0,500.0,1000.0
238.0,2023-01-17,CUST238,Female,39.0,Beauty,1.0,500.0,500.0
239.0,2023-06-19,CUST239,Male,38.0,Electronics,3.0,500.0,1500.0
240.0,2023-02-06,CUST240,Female,23.0,Beauty,1.0,300.0,300.0
241.0,2023-09-21,CUST241,Female,23.0,Electronics,3.0,25.0,75.0
242.0,2023-05-02,CUST242,Male,21.0,Clothing,1.0,25.0,25.0
243.0,2023-05-23,CUST243,Female,47.0,Electronics,3.0,300.0,900.0
244.0,2023-12-09,CUST244,Male,28.0,Beauty,2.0,50.0,100.0
245.0,2023-09-06,CUST245,Male,47.0,Clothing,3.0,30.0,90.0
246.0,2023-04-20,CUST246,Female,48.0,Electronics,2.0,25.0,50.0
247.0,2023-10-04,CUST247,Male,41.0,Electronics,2.0,30.0,60.0
248.0,2023-03-09,CUST248,Male,26.0,Clothing,3.0,300.0,900.0
249.0,2023-10-20,CUST249,Male,20.0,Clothing,1.0,50.0,50.0
250.0,2023-10-23,CUST250,Male,48.0,Electronics,1.0,50.0,50.0
251.0,2023-08-31,CUST251,Female,57.0,Beauty,4.0,50.0,200.0
252.0,2023-05-05,CUST252,Male,54.0,Electronics,1.0,300.0,300.0
253.0,2023-08-31,CUST253,Female,53.0,Clothing,4.0,500.0,2000.0
254.0,2023-07-28,CUST254,Male,41.0,Electronics,1.0,500.0,500.0
255.0,2023-04-08,CUST255,Male,48.0,Clothing,1.0,30.0,30.0
256.0,2023-02-18,CUST256,Male,23.0,Clothing,2.0,500.0,1000.0
257.0,2023-02-19,CUST257,Male,19.0,Beauty,4.0,500.0,2000.0
258.0,2023-12-04,CUST258,Female,37.0,Clothing,1.0,50.0,50.0
259.0,2023-08-09,CUST259,Female,45.0,Clothing,4.0,50.0,200.0
260.0,2023-07-01,CUST260,Male,28.0,Beauty,2.0,30.0,60.0
261.0,2023-08-05,CUST261,Male,21.0,Clothing,2.0,25.0,50.0
262.0,2023-07-30,CUST262,Female,32.0,Beauty,4.0,30.0,120.0
263.0,2023-08-28,CUST263,Male,23.0,Beauty,2.0,30.0,60.0
264.0,2023-01-28,CUST264,Male,47.0,Clothing,3.0,300.0,900.0
265.0,2023-12-11,CUST265,Male,55.0,Clothing,3.0,300.0,900.0
266.0,2023-12-01,CUST266,Female,19.0,Electronics,2.0,30.0,60.0
267.0,2023-11-27,CUST267,Female,32.0,Beauty,3.0,30.0,90.0
268.0,2023-02-20,CUST268,Female,28.0,Electronics,1.0,30.0,30.0
269.0,2023-02-01,CUST269,Male,25.0,Clothing,4.0,500.0,2000.0
270.0,2023-07-26,CUST270,Male,43.0,Electronics,1.0,300.0,300.0
271.0,2023-06-23,CUST271,Female,62.0,Beauty,4.0,30.0,120.0
272.0,2023-02-25,CUST272,Female,61.0,Electronics,2.0,50.0,100.0
273.0,2023-05-08,CUST273,Female,22.0,Beauty,1.0,50.0,50.0
274.0,2023-04-09,CUST274,Female,23.0,Clothing,2.0,500.0,1000.0
275.0,2023-04-08,CUST275,Male,43.0,Clothing,2.0,500.0,1000.0
276.0,2023-10-02,CUST276,Female,21.0,Beauty,4.0,25.0,100.0
277.0,2023-08-18,CUST277,Male,36.0,Clothing,4.0,25.0,100.0
278.0,2023-03-13,CUST278,Female,37.0,Clothing,4.0,25.0,100.0
279.0,2023-08-05,CUST279,Male,50.0,Clothing,1.0,500.0,500.0
280.0,2023-04-04,CUST280,Female,37.0,Clothing,3.0,500.0,1500.0
281.0,2023-05-23,CUST281,Female,29.0,Beauty,4.0,500.0,2000.0
282.0,2023-08-25,CUST282,Female,64.0,Electronics,4.0,50.0,200.0
283.0,2023-05-08,CUST283,Female,18.0,Electronics,1.0,500.0,500.0
284.0,2023-02-08,CUST284,Male,43.0,Clothing,4.0,50.0,200.0
285.0,2023-08-15,CUST285,Female,31.0,Electronics,1.0,25.0,25.0
286.0,2023-10-09,CUST286,Male,55.0,Electronics,2.0,25.0,50.0
287.0,2023-02-20,CUST287,Male,54.0,Clothing,4.0,25.0,100.0
288.0,2023-01-26,CUST288,Male,28.0,Clothing,4.0,30.0,120.0
289.0,2023-11-30,CUST289,Male,53.0,Electronics,2.0,30.0,60.0
290.0,2023-10-04,CUST290,Female,30.0,Beauty,2.0,300.0,600.0
291.0,2023-01-08,CUST291,Male,60.0,Clothing,2.0,300.0,600.0
292.0,2023-02-17,CUST292,Male,20.0,Beauty,4.0,300.0,1200.0
293.0,2023-05-02,CUST293,Male,50.0,Electronics,3.0,30.0,90.0
294.0,2023-03-27,CUST294,Female,23.0,Clothing,3.0,30.0,90.0
295.0,2023-07-28,CUST295,Female,27.0,Beauty,3.0,300.0,900.0
296.0,2023-09-06,CUST296,Female,22.0,Clothing,4.0,300.0,1200.0
297.0,2023-09-04,CUST297,Female,40.0,Electronics,2.0,500.0,1000.0
298.0,2023-04-20,CUST298,Male,27.0,Beauty,4.0,300.0,1200.0
299.0,2023-07-25,CUST299,Male,61.0,Electronics,2.0,500.0,1000.0
300.0,2023-01-31,CUST300,Female,19.0,Electronics,4.0,50.0,200.0
301.0,2023-03-26,CUST301,Male,30.0,Clothing,4.0,30.0,120.0
302.0,2023-07-14,CUST302,Male,57.0,Beauty,2.0,300.0,600.0
303.0,2023-01-02,CUST303,Male,19.0,Electronics,3.0,30.0,90.0
304.0,2023-07-19,CUST304,Female,37.0,Electronics,2.0,30.0,60.0
305.0,2023-05-16,CUST305,Female,18.0,Beauty,1.0,30.0,30.0
306.0,2023-08-21,CUST306,Male,54.0,Electronics,1.0,50.0,50.0
307.0,2023-05-27,CUST307,Female,26.0,Electronics,2.0,25.0,50.0
308.0,2023-08-05,CUST308,Female,34.0,Beauty,4.0,300.0,1200.0
309.0,2023-12-23,CUST309,Female,26.0,Beauty,1.0,25.0,25.0
310.0,2023-10-12,CUST310,Female,28.0,Beauty,1.0,25.0,25.0
311.0,2023-12-05,CUST311,Female,32.0,Beauty,4.0,25.0,100.0
312.0,2023-09-07,CUST312,Male,41.0,Clothing,4.0,30.0,120.0
313.0,2023-03-21,CUST313,Female,55.0,Beauty,3.0,500.0,1500.0
314.0,2023-04-08,CUST314,Male,52.0,Clothing,4.0,30.0,120.0
315.0,2023-06-01,CUST315,Male,47.0,Clothing,2.0,30.0,60.0
316.0,2023-04-22,CUST316,Female,48.0,Clothing,2.0,25.0,50.0
317.0,2023-01-30,CUST317,Male,22.0,Electronics,3.0,30.0,90.0
318.0,2023-10-24,CUST318,Male,61.0,Clothing,1.0,25.0,25.0
319.0,2023-10-05,CUST319,Male,31.0,Clothing,1.0,500.0,500.0
320.0,2023-02-01,CUST320,Female,28.0,Electronics,4.0,300.0,1200.0
321.0,2023-06-10,CUST321,Female,26.0,Electronics,2.0,25.0,50.0
322.0,2023-01-30,CUST322,Male,51.0,Electronics,1.0,500.0,500.0
323.0,2023-01-26,CUST323,Female,29.0,Beauty,3.0,300.0,900.0
324.0,2023-10-27,CUST324,Female,52.0,Electronics,3.0,50.0,150.0
325.0,2023-09-02,CUST325,Female,52.0,Electronics,2.0,25.0,50.0
326.0,2023-09-15,CUST326,Female,18.0,Clothing,3.0,25.0,75.0
327.0,2023-09-29,CUST327,Male,57.0,Electronics,3.0,50.0,150.0
328.0,2023-03-22,CUST328,Male,39.0,Beauty,2.0,50.0,100.0
329.0,2023-01-30,CUST329,Female,46.0,Electronics,4.0,25.0,100.0
330.0,2023-09-18,CUST330,Female,25.0,Beauty,4.0,50.0,200.0
331.0,2023-02-11,CUST331,Male,28.0,Electronics,3.0,30.0,90.0
332.0,2023-04-06,CUST332,Male,58.0,Electronics,4.0,300.0,1200.0
333.0,2023-02-05,CUST333,Female,54.0,Electronics,4.0,300.0,1200.0
334.0,2023-11-01,CUST334,Male,31.0,Electronics,3.0,300.0,900.0
335.0,2023-02-04,CUST335,Female,47.0,Beauty,4.0,30.0,120.0
336.0,2023-12-12,CUST336,Female,52.0,Beauty,3.0,50.0,150.0
337.0,2023-05-01,CUST337,Male,38.0,Clothing,1.0,500.0,500.0
338.0,2023-07-26,CUST338,Male,54.0,Beauty,2.0,50.0,100.0
339.0,2023-03-03,CUST339,Female,22.0,Electronics,2.0,25.0,50.0
340.0,2023-10-19,CUST340,Female,36.0,Clothing,4.0,300.0,1200.0
341.0,2023-05-07,CUST341,Male,31.0,Clothing,4.0,50.0,200.0
342.0,2023-10-24,CUST342,Female,43.0,Clothing,4.0,500.0,2000.0
343.0,2023-11-01,CUST343,Male,21.0,Electronics,2.0,25.0,50.0
344.0,2023-01-21,CUST344,Female,42.0,Beauty,1.0,30.0,30.0
345.0,2023-11-14,CUST345,Male,62.0,Electronics,1.0,30.0,30.0
